question,condition,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean
Ihre Beziehung ist immer noch leidenschaft- und glücklich.,L 2.4,participant_8,2.0,April,2.875,-0.875
Die Probleme sind vor allem recht- und zeitlicher Natur.,L 2'.1,participant_8,3.0,April,2.875,0.125
Am Anfang hat der Wein abscheu- und widerlich geschmeckt.,L 5.6,participant_8,1.0,April,2.875,-1.875
Wir verwenden ausdrück- und ausschließlich regionale Zutaten.,L 5'.7,participant_8,2.0,April,2.875,-0.875
Dafür sind Verbunden- und Großzügigkeit entscheidend.,Mis 3.2,participant_8,6.0,April,2.875,3.125
Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,Mis 3'.3,participant_8,1.0,April,2.875,-1.875
Viele werden sich im Alter ihrer Unzufrieden- und Sterblichkeit bewusst.,Mis 6.8,participant_8,1.0,April,2.875,-1.875
Sie strahlt Glaubwürdig- und Selbstsicherheit aus.,Mis 6'.1,participant_8,1.0,April,2.875,-1.875
Die Bezahlung vieler Berufe ist kümmer- und leidlich.,Mix 3.2,participant_8,1.0,April,2.875,-1.875
Bischöfe bestimmten die welt- und göttliche Ordnung.,Mix 3'.3,participant_8,2.0,April,2.875,-0.875
Der ganze Papierkram für ein Visum ist umständ- und erforderlich.,Mix 6.8,participant_8,1.0,April,2.875,-1.875
Nachhaltig zu leben ist verantwort- und natürlich.,Mix 6'.1,participant_8,1.0,April,2.875,-1.875
wenn die jähr- und tödliche Malariasaison wieder vor der Tür steht.,U 1.2,participant_8,1.0,April,2.875,-1.875
Der Pfarrer hat sie irrtüm- und kürzlich kontaktiert.,U 1'.3,participant_8,1.0,April,2.875,-1.875
Der Tiger hat den Pfleger vorsätz- und plötzlich angegriffen.,U 4.4,participant_8,1.0,April,2.875,-1.875
Sie stellen grundsätz- und hauptsächlich Frauen ein.,U 4'.5,participant_8,1.0,April,2.875,-1.875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_8,3.0,April,2.875,0.125
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_8,1.0,April,2.875,-1.875
"Der Zuschauer denkt er, dass die Sendung angeguckt hat.",F,participant_9,1.0,Oktober,4.09375,-3.09375
Der Junge wurde vor benotet und bewertet.,F,participant_9,1.0,Oktober,4.09375,-3.09375
Am Strand liegen viele Urlauber in der Sonne.,F,participant_9,7.0,Oktober,4.09375,2.90625
Am Strand liegen viele Urlauber in der Sonne.,F,participant_9,7.0,Oktober,4.09375,2.90625
Wie hat die Polizei welchen Fall gelöst?,F,participant_9,6.0,Oktober,4.09375,1.90625
"Im Wald glaubt sie, hat der Jäger den Förster gesehen.",F,participant_9,7.0,Oktober,4.09375,2.90625
Der Anwalt setzt sich für die Gleich- und Freiheit aller Menschen ein.,H 1.4,participant_9,3.0,Oktober,4.09375,-1.09375
Das ist die Besonder- und Verrücktheit ihrer Herangehensweise.,H 1'.5,participant_9,4.0,Oktober,4.09375,-0.09375
Das Hotel bietet Gelegen- und Abgeschiedenheit zum Entspannen.,H 4.2,participant_9,1.0,Oktober,4.09375,-3.09375
Die Tat wurde mit Verlogen- und Trunkenheit begangen.,H 4'.3,participant_9,3.0,Oktober,4.09375,-1.09375
Er ist immer wieder in finanzielle Schwierig- und Abhängigkeiten geraten.,K 2.6,participant_9,7.0,Oktober,4.09375,2.90625
Die Zeit danach war von Traurig- und Einsamkeit geprägt.,K 2'.7,participant_9,7.0,Oktober,4.09375,2.90625
Das ist seine Art von Öffentlich- und Wohltätigkeit.,K 5.4,participant_9,4.0,Oktober,4.09375,-0.09375
Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,K 5'.1,participant_9,6.0,Oktober,4.09375,1.90625
Die Passkontrolle am Flughafen ist üb- und polizeilich.,L 2.6,participant_9,1.0,Oktober,4.09375,-3.09375
Der Chef war dienst- und beruflich in Singapur.,L 2'.7,participant_9,6.0,Oktober,4.09375,1.90625
Das war schließ- und augenblicklich das Ende.,L 5.4,participant_9,1.0,Oktober,4.09375,-3.09375
Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,L 5'.1,participant_9,7.0,Oktober,4.09375,2.90625
Sie ist voller kindischer Verliebt- und Fröhlichkeit.,Mis 3.8,participant_9,2.0,Oktober,4.09375,-2.09375
Die Geisterbahn ist voller Grausam- und Dunkelheit.,Mis 3'.1,participant_9,1.0,Oktober,4.09375,-3.09375
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,Mis 6.2,participant_9,4.0,Oktober,4.09375,-0.09375
Die Autorin wirkte sehr sympathisch durch ihre Liebenswürdig- und Bescheidenheit.,Mis 6'.3,participant_9,5.0,Oktober,4.09375,0.90625
Für die Gesundheit ist Ruhe wichtig vor allem nächt- und abendlich.,Mix 3.8,participant_9,4.0,Oktober,4.09375,-0.09375
Er hat freund- und höflich abgesagt.,Mix 3'.1,participant_9,2.0,Oktober,4.09375,-2.09375
Mutproben sind gefähr- und schrecklich.,Mix 6.2,participant_9,1.0,Oktober,4.09375,-3.09375
Sie hat aber wirk- und tatsächlich mehr verlangt.,Mix 6'.3,participant_9,1.0,Oktober,4.09375,-3.09375
Sie ist eher so der häus- und ängstliche Typ.,U 1.4,participant_9,7.0,Oktober,4.09375,2.90625
Die beiden behandeln den Welpen väter- und mütterlich.,U 1'.5,participant_9,7.0,Oktober,4.09375,2.90625
Sie fördert und fordert ihn nachdrück- und zärtlich.,U 4.2,participant_9,2.0,Oktober,4.09375,-2.09375
Schottergärten sind häss- und grässlich.,U 4'.3,participant_9,7.0,Oktober,4.09375,2.90625
Nudeln sind der neue Reis.,Deutsch_test_2,participant_9,7.0,Oktober,4.09375,2.90625
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_9,2.0,Oktober,4.09375,-2.09375
In der Mensa essen viele Studentinnen und Studenten zu Mittag.,F,participant_10,5.0,Januar,3.15625,1.84375
Was hat der Reporter welchem Redakteur verkauft?,F,participant_10,6.0,Januar,3.15625,2.84375
Wir haben dem empfindlichen und unsympathischen Vermieter sich selbst als Mieter empfohlen.,F,participant_10,6.0,Januar,3.15625,2.84375
Der Komponist hat dem neuen italienischen Tenor es zugemutet.,F,participant_10,1.0,Januar,3.15625,-2.15625
"Der Waffenhändler glaubt er, dass den Politiker bestochen hat.",F,participant_10,1.0,Januar,3.15625,-2.15625
Die Tinte wurde für vergossen.,F,participant_10,1.0,Januar,3.15625,-2.15625
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_10,3.0,Januar,3.15625,-0.15625
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_10,3.0,Januar,3.15625,-0.15625
Der Richter vermittelt mit Besonnen- und Rechtschaffenheit.,H 4.7,participant_10,3.0,Januar,3.15625,-0.15625
Eine Ausbildung in Frankreich steht für Kultiviert- und Gewandtheit.,H 4'.8,participant_10,3.0,Januar,3.15625,-0.15625
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_10,3.0,Januar,3.15625,-0.15625
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_10,3.0,Januar,3.15625,-0.15625
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,K 5.1,participant_10,3.0,Januar,3.15625,-0.15625
Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,K 5'.2,participant_10,3.0,Januar,3.15625,-0.15625
Das Lachen ist kind- und herzlich.,L 2.3,participant_10,3.0,Januar,3.15625,-0.15625
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_10,3.0,Januar,3.15625,-0.15625
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,L 5.1,participant_10,3.0,Januar,3.15625,-0.15625
Seine Antwort war erstaun- und ehrlich.,L 5'.2,participant_10,3.0,Januar,3.15625,-0.15625
Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,Mis 3.5,participant_10,3.0,Januar,3.15625,-0.15625
Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,Mis 3'.6,participant_10,3.0,Januar,3.15625,-0.15625
Allein die Bescheiden- und Liebenswürdigkeit der Autorin war schon überzeugend.,Mis 6.3,participant_10,3.0,Januar,3.15625,-0.15625
Vor lauter Bitter- und Beschränktheit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6'.4,participant_10,3.0,Januar,3.15625,-0.15625
Im Kindergarten wird alles brüder- und schwesterlich geteilt.,Mix 3.5,participant_10,5.0,Januar,3.15625,1.84375
Sie treffen sich heim- und täglich.,Mix 3'.6,participant_10,3.0,Januar,3.15625,-0.15625
Sie hat aber tatsäch- und wirklich mehr verlangt.,Mix 6.3,participant_10,3.0,Januar,3.15625,-0.15625
Der Auftritt war pein- und lächerlich.,Mix 6'.4,participant_10,3.0,Januar,3.15625,-0.15625
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_10,3.0,Januar,3.15625,-0.15625
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_10,3.0,Januar,3.15625,-0.15625
Eine Zeitung ist ein auf die Gegenwart bezüg- und alltägliches Medium.,U 4.7,participant_10,3.0,Januar,3.15625,-0.15625
Seine Verteidigung war jämmer- und widersprüchlich.,U 4'.8,participant_10,3.0,Januar,3.15625,-0.15625
Nudeln sind der neue Reis.,Deutsch_test_2,participant_10,5.0,Januar,3.15625,1.84375
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_10,2.0,Januar,3.15625,-1.15625
Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,F,participant_11,7.0,Februar,4.71875,2.28125
"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",F,participant_11,7.0,Februar,4.71875,2.28125
Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,F,participant_11,5.0,Februar,4.71875,0.28125
Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,F,participant_11,4.0,Februar,4.71875,-0.71875
Die Suppe wurde gegen versalzen.,F,participant_11,1.0,Februar,4.71875,-3.71875
Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,F,participant_11,7.0,Februar,4.71875,2.28125
Das ist die Verrückt- und Besonderheit ihrer Herangehensweise.,H 1.5,participant_11,5.0,Februar,4.71875,0.28125
Die Klar- und Einfachheit der Lösung erstaunte alle.,H 1'.1,participant_11,6.0,Februar,4.71875,1.28125
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,H 4.6,participant_11,7.0,Februar,4.71875,2.28125
Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,H 4'.7,participant_11,7.0,Februar,4.71875,2.28125
Fachleute waren sich uneinig über die Möglich- und Wahrscheinlichkeit eines Wahlsieges.,K 2.2,participant_11,5.0,Februar,4.71875,0.28125
Den Redakteur würde ein Mangel an Aufrichtig- und Aufmerksamkeit am meisten stören.,K 2'.3,participant_11,5.0,Februar,4.71875,0.28125
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,K 5.8,participant_11,5.0,Februar,4.71875,0.28125
Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,K 5'.1,participant_11,5.0,Februar,4.71875,0.28125
Die Landschaft dort ist fried- und herrlich.,L 2.2,participant_11,3.0,Februar,4.71875,-1.71875
Das Lachen ist herz- und kindlich.,L 2'.3,participant_11,3.0,Februar,4.71875,-1.71875
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,L 5.8,participant_11,3.0,Februar,4.71875,-1.71875
Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,L 5'.1,participant_11,6.0,Februar,4.71875,1.28125
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,Mis 3.4,participant_11,5.0,Februar,4.71875,0.28125
Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,Mis 3'.5,participant_11,7.0,Februar,4.71875,2.28125
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,Mis 6.2,participant_11,3.0,Februar,4.71875,-1.71875
Die Autorin wirkte sehr sympathisch durch ihre Liebenswürdig- und Bescheidenheit.,Mis 6'.3,participant_11,7.0,Februar,4.71875,2.28125
Oft ist mit dem männ- und menschlichen Körper ein und das Selbe gemeint.,Mix 3.4,participant_11,4.0,Februar,4.71875,-0.71875
Im Kindergarten wird alles schwester- und brüderlich geteilt.,Mix 3'.5,participant_11,7.0,Februar,4.71875,2.28125
Mutproben sind gefähr- und schrecklich.,Mix 6.2,participant_11,4.0,Februar,4.71875,-0.71875
Sie hat aber wirk- und tatsächlich mehr verlangt.,Mix 6'.3,participant_11,3.0,Februar,4.71875,-1.71875
Sie ist eher so der häus- und ängstliche Typ.,U 1.4,participant_11,3.0,Februar,4.71875,-1.71875
Die Lieder sind fröh- und tröstlich.,U 1'.1,participant_11,3.0,Februar,4.71875,-1.71875
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,U 4.6,participant_11,3.0,Februar,4.71875,-1.71875
Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,U 4'.7,participant_11,3.0,Februar,4.71875,-1.71875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_11,7.0,Februar,4.71875,2.28125
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_11,1.0,Februar,4.71875,-3.71875
Die Katze wurde unter gestreichelt und gekrault.,F,participant_12,1.0,Dezember,3.875,-2.875
Der Polizist hat den komplizierten Fall endlich gelöst.,F,participant_12,7.0,Dezember,3.875,3.125
"Er weiß, der Mann hat das neue und teure Handy geklaut.",F,participant_12,1.0,Dezember,3.875,-2.875
"In Bayern meinte sie, haben die Lehrer die Schüler mehr unter Kontrolle.",F,participant_12,2.0,Dezember,3.875,-1.875
"Ihr fahrt gerne in die Berge, obwohl ihr wohnt sehr nahe am Meer.",F,participant_12,1.0,Dezember,3.875,-2.875
Da gelacht rüber hat der Moderator natürlich nicht.,F,participant_12,1.0,Dezember,3.875,-2.875
Ihr Auftreten strahlt Gewiss- und Sicherheit aus.,H 1.2,participant_12,4.0,Dezember,3.875,0.125
Der Diamant ist von seltener Rein- und Schönheit.,H 1'.3,participant_12,7.0,Dezember,3.875,3.125
Eine Ausbildung in Frankreich steht für Gewandt- und Kultiviertheit.,H 4.8,participant_12,7.0,Dezember,3.875,3.125
Sie strahlen Erhaben- und Vergangenheit aus.,H 4'.1,participant_12,3.0,Dezember,3.875,-0.875
Sie legt viel wert auf Höflich- und Pünktlichkeit.,K 2.4,participant_12,7.0,Dezember,3.875,3.125
Die Wichtig- und Richtigkeit der Erkenntnisse kann nicht oft genug betont werden.,K 2'.5,participant_12,6.0,Dezember,3.875,2.125
Jede Zeit kommt mit einer eigenen Idee von Männlich- und Weiblichkeit.,K 5.2,participant_12,1.0,Dezember,3.875,-2.875
Die Erkenntnis über seine Gleichgültig- und Eitelkeit kam aber zu spät.,K 5'.3,participant_12,1.0,Dezember,3.875,-2.875
Ihre Beziehung ist immer noch leidenschaft- und glücklich.,L 2.4,participant_12,7.0,Dezember,3.875,3.125
Der Schraubenzieher ist hand- und dünnlich.,L 2'.5,participant_12,7.0,Dezember,3.875,3.125
Seine Antwort war ehr- und erstaunlich.,L 5.2,participant_12,1.0,Dezember,3.875,-2.875
weil er behilf- und niedlich ist.,L 5'.3,participant_12,1.0,Dezember,3.875,-2.875
Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,Mis 3.6,participant_12,6.0,Dezember,3.875,2.125
Die Zuständig- und Begebenheiten in dem Fall sind noch nicht geklärt.,Mis 3'.7,participant_12,5.0,Dezember,3.875,1.125
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6.4,participant_12,6.0,Dezember,3.875,2.125
Sie strahlt Glaubwürdig- und Selbstsicherheit aus.,Mis 6'.1,participant_12,7.0,Dezember,3.875,3.125
Sie treffen sich täg- und heimlich.,Mix 3.6,participant_12,7.0,Dezember,3.875,3.125
Die Durchsuchung Mitten in der Nacht war amt- und gründlich.,Mix 3'.7,participant_12,1.0,Dezember,3.875,-2.875
Der Auftritt war lächer- und peinlich.,Mix 6.4,participant_12,1.0,Dezember,3.875,-2.875
Nachhaltig zu leben ist verantwort- und natürlich.,Mix 6'.1,participant_12,7.0,Dezember,3.875,3.125
wenn die jähr- und tödliche Malariasaison wieder vor der Tür steht.,U 1.2,participant_12,7.0,Dezember,3.875,3.125
Der Pfarrer hat sie irrtüm- und kürzlich kontaktiert.,U 1'.3,participant_12,3.0,Dezember,3.875,-0.875
Seine Verteidigung war widersprüch- und jämmerlich.,U 4.8,participant_12,6.0,Dezember,3.875,2.125
Es schmeckt vorzüg- und köstlich.,U 4'.1,participant_12,1.0,Dezember,3.875,-2.875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_12,1.0,Dezember,3.875,-2.875
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_12,1.0,Dezember,3.875,-2.875
Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,F,participant_13,7.0,Februar,2.35483871,4.64516129
"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",F,participant_13,3.0,Februar,2.35483871,0.6451612899999999
Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,F,participant_13,2.0,Februar,2.35483871,-0.3548387100000001
Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,F,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Die Suppe wurde gegen versalzen.,F,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,F,participant_13,6.0,Februar,2.35483871,3.64516129
Die Klar- und Einfachheit der Lösung erstaunte alle.,H 1'.1,participant_13,6.0,Februar,2.35483871,3.64516129
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,H 4.6,participant_13,3.0,Februar,2.35483871,0.6451612899999999
Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,H 4'.7,participant_13,2.0,Februar,2.35483871,-0.3548387100000001
Fachleute waren sich uneinig über die Möglich- und Wahrscheinlichkeit eines Wahlsieges.,K 2.2,participant_13,3.0,Februar,2.35483871,0.6451612899999999
Den Redakteur würde ein Mangel an Aufrichtig- und Aufmerksamkeit am meisten stören.,K 2'.3,participant_13,2.0,Februar,2.35483871,-0.3548387100000001
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,K 5.8,participant_13,3.0,Februar,2.35483871,0.6451612899999999
Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,K 5'.1,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Die Landschaft dort ist fried- und herrlich.,L 2.2,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Das Lachen ist herz- und kindlich.,L 2'.3,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,L 5.8,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,L 5'.1,participant_13,3.0,Februar,2.35483871,0.6451612899999999
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,Mis 3.4,participant_13,2.0,Februar,2.35483871,-0.3548387100000001
Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,Mis 3'.5,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,Mis 6.2,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Die Autorin wirkte sehr sympathisch durch ihre Liebenswürdig- und Bescheidenheit.,Mis 6'.3,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Oft ist mit dem männ- und menschlichen Körper ein und das Selbe gemeint.,Mix 3.4,participant_13,2.0,Februar,2.35483871,-0.3548387100000001
Im Kindergarten wird alles schwester- und brüderlich geteilt.,Mix 3'.5,participant_13,6.0,Februar,2.35483871,3.64516129
Mutproben sind gefähr- und schrecklich.,Mix 6.2,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Sie hat aber wirk- und tatsächlich mehr verlangt.,Mix 6'.3,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Sie ist eher so der häus- und ängstliche Typ.,U 1.4,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Die Lieder sind fröh- und tröstlich.,U 1'.1,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,U 4.6,participant_13,1.0,Februar,2.35483871,-1.3548387100000001
