condition,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,item,first,second
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_2,2.0,Juni,2.633333333,-0.6333333329999999,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_5,3.0,Oktober,4.0625,-1.0625,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_9,2.0,Oktober,4.09375,-2.09375,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_18,2.0,Oktober,3.3125,-1.3125,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_25,1.0,Oktober,1.75,-0.75,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_48,3.0,Oktober,4.53125,-1.53125,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_50,2.0,Juni,3.0625,-1.0625,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_51,1.0,Oktober,1.96875,-0.96875,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_54,3.0,Juni,2.8125,0.1875,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_58,4.0,Oktober,4.133333333,-0.1333333330000004,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_60,2.0,Juni,2.71875,-0.71875,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_67,2.0,Oktober,4.0,-2.0,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_74,4.0,Juni,3.3125,0.6875,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_79,1.0,Oktober,2.25,-1.25,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_83,1.0,Oktober,2.09375,-1.09375,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_94,3.0,Oktober,2.90625,0.09375,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_97,2.0,Oktober,3.09375,-1.09375,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_101,1.0,Juni,1.1875,-0.1875,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_116,2.0,Juni,3.75,-1.75,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_117,1.0,Oktober,2.25,-1.25,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_122,2.0,Oktober,2.625,-0.625,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_123,1.0,Juni,3.84375,-2.84375,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_124,3.0,Oktober,2.78125,0.21875,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_137,1.0,Oktober,1.9375,-0.9375,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_138,1.0,Juni,2.34375,-1.34375,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_147,4.0,Juni,4.84375,-0.84375,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3'.1,umlaut second,Er hat freund- und höflich abgesagt.,participant_158,2.0,Oktober,1.90625,0.09375,simple,umlaut mix,Er hat freund- und höflich abgesagt.,freund,höflich
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_3,4.0,Juli,3.733333333,0.26666666699999997,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_7,5.0,Juli,3.903225806,1.096774194,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_14,6.0,März,3.3125,2.6875,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_15,7.0,Juli,4.59375,2.40625,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_20,2.0,März,3.59375,-1.59375,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_34,5.0,Juli,3.1875,1.8125,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_37,1.0,März,1.90625,-0.90625,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_41,5.0,März,2.9375,2.0625,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_42,4.0,Juli,2.84375,1.15625,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_49,3.0,Juli,3.3125,-0.3125,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_65,3.0,Juli,2.5625,0.4375,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_87,5.0,Juli,3.59375,1.40625,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_90,3.0,März,3.0,0.0,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_95,3.0,März,2.5625,0.4375,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_106,1.0,Juli,1.65625,-0.65625,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_109,1.0,März,2.178571429,-1.1785714289999998,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_126,6.0,März,3.65625,2.34375,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_128,1.0,Juli,1.53125,-0.53125,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_136,1.0,März,1.8125,-0.8125,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_142,2.0,März,4.125,-2.125,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_148,2.0,März,1.875,0.125,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_149,3.0,Juli,2.71875,0.28125,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3.3,umlaut first,Bischöfe bestimmten die gött- und weltliche Ordnung.,participant_157,1.0,Juli,2.0,-1.0,simple,umlaut mix,"Im Mittelalter waren Staat und Kirche nicht getrennt.
Bischöfe bestimmten die gött- und weltliche Ordnung.",gött,weltliche
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_3,4.0,Juli,3.733333333,0.26666666699999997,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_7,6.0,Juli,3.903225806,2.096774194,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_14,6.0,März,3.3125,2.6875,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_15,4.0,Juli,4.59375,-0.59375,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_20,4.0,März,3.59375,0.40625,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_34,6.0,Juli,3.1875,2.8125,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_37,1.0,März,1.90625,-0.90625,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_41,4.0,März,2.9375,1.0625,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_42,3.0,Juli,2.84375,0.15625,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_49,4.0,Juli,3.3125,0.6875,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_65,2.0,Juli,2.5625,-0.5625,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_87,7.0,Juli,3.59375,3.40625,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_90,5.0,März,3.0,2.0,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_95,4.0,März,2.5625,1.4375,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_106,1.0,Juli,1.65625,-0.65625,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_109,5.0,März,2.178571429,2.821428571,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_126,1.0,März,3.65625,-2.65625,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_128,1.0,Juli,1.53125,-0.53125,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_136,1.0,März,1.8125,-0.8125,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_142,6.0,März,4.125,1.875,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_148,1.0,März,1.875,-0.875,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_149,2.0,Juli,2.71875,-0.71875,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.4,umlaut second,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,participant_157,2.0,Juli,2.0,0.0,simple,umlaut mix,Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,mensch,männlichen
Mix 3'.5,umlaut second,Im Kindergarten wird alles schwester- und brüderlich geteilt.,participant_4,6.0,Februar,3.65625,2.34375,simple,umlaut mix,Im Kindergarten wird alles schwester- und brüderlich geteilt.,schwester,brüderlich
Mix 3'.5,umlaut second,Im Kindergarten wird alles schwester- und brüderlich geteilt.,participant_6,6.0,Februar,3.03125,2.96875,simple,umlaut mix,Im Kindergarten wird alles schwester- und brüderlich geteilt.,schwester,brüderlich
Mix 3'.5,umlaut second,Im Kindergarten wird alles schwester- und brüderlich geteilt.,participant_11,7.0,Februar,4.71875,2.28125,simple,umlaut mix,Im Kindergarten wird alles schwester- und brüderlich geteilt.,schwester,brüderlich
Mix 3'.5,umlaut second,Im Kindergarten wird alles schwester- und brüderlich geteilt.,participant_13,6.0,Februar,2.35483871,3.64516129,simple,umlaut mix,Im Kindergarten wird alles schwester- und brüderlich geteilt.,schwester,brüderlich
Mix 3'.5,umlaut second,Im Kindergarten wird alles schwester- und brüderlich geteilt.,participant_21,4.0,Februar,3.8125,0.1875,simple,umlaut mix,Im Kindergarten wird alles schwester- und brüderlich geteilt.,schwester,brüderlich
Mix 3'.5,umlaut second,Im Kindergarten wird alles schwester- und brüderlich geteilt.,participant_22,4.0,Februar,2.71875,1.28125,simple,umlaut mix,Im Kindergarten wird alles schwester- und brüderlich geteilt.,schwester,brüderlich
Mix 3'.5,umlaut second,Im Kindergarten wird alles schwester- und brüderlich geteilt.,participant_30,6.0,Februar,3.0625,2.9375,simple,umlaut mix,Im Kindergarten wird alles schwester- und brüderlich geteilt.,schwester,brüderlich
Mix 3'.5,umlaut second,Im Kindergarten wird alles schwester- und brüderlich geteilt.,participant_57,5.0,Februar,3.59375,1.40625,simple,umlaut mix,Im Kindergarten wird alles schwester- und brüderlich geteilt.,schwester,brüderlich
